step	loss seg
0	0.0012653173180297017
1	0.0012537208385765553
2	0.0012245300458744168
3	0.0011717642191797495
4	0.001049313461408019
5	0.0008977119578048587
6	0.0006808617035858333
7	0.0005380284273996949
8	0.00048779649659991264
9	0.0004037334874738008
10	0.0003822997387032956
11	0.00039498883415944874
12	0.00036366519634611905
13	0.0003856854164041579
14	0.0005155467661097646
15	0.00045410002348944545
16	0.00048492345376871526
17	0.0005420781672000885
18	0.0004468586412258446
19	0.0004961067461408675
20	0.00041272558155469596
21	0.0004483498341869563
22	0.0004657530807889998
23	0.00040790429920889437
24	0.0003210877475794405
25	0.00033360341330990195
26	0.0003379410190973431
27	0.00033901730785146356
28	0.0003434086393099278
29	0.00029007685952819884
30	0.00037197800702415407
31	0.0003376704698894173
32	0.00035199764533899724
33	0.0002580198342911899
34	0.0003191412251908332
35	0.00031341129215434194
36	0.0002877643855754286
37	0.0003224167157895863
38	0.00029503213590942323
39	0.00025797830312512815
40	0.00028425082564353943
41	0.00023135296942200512
42	0.00029553251806646585
43	0.00028512778226286173
44	0.00029109042952768505
45	0.000302300788462162
46	0.0002591015654616058
47	0.0003057587018702179
48	0.00019805808551609516
49	0.00026498729130253196
50	0.00022856042778585106
51	0.00022871515830047429
52	0.0002545609895605594
53	0.00026108897873200476
54	0.00027099225553683937
55	0.00027539837174117565
56	0.0002699298784136772
57	0.000182753152330406
58	0.0002311501739313826
59	0.00020529328321572393
60	0.00023994481307454407
61	0.00030345702543854713
62	0.0002708007814362645
63	0.0002575879043433815
64	0.00025221527903340757
65	0.000258787302300334
66	0.00019566620176192373
67	0.0002781168441288173
68	0.0002977586118504405
69	0.0002678321034181863
70	0.0002855009806808084
71	0.00018671649741008878
72	0.00026132530183531344
73	0.00021732811001129448
74	0.00023641351435799152
75	0.00024988772929646075
76	0.00020530108304228634
77	0.00025586801348254085
78	0.00022320404241327196
79	0.0002581466396804899
80	0.00021706479310523719
81	0.0001634302461752668
82	0.00022981139773037285
83	0.000244788738200441
84	0.0002260845503769815
85	0.0002494403161108494
86	0.00022512886789627373
87	0.00018686105613596737
88	0.00022029147658031434
89	0.00021135577117092907
90	0.0002495372900739312
91	0.00017539742111694068
92	0.0002120241551892832
93	0.0002070201007882133
94	0.00023220251023303717
95	0.00022687985619995743
96	0.00023502246767748147
97	0.00015710125444456935
98	0.000195177155546844
99	0.00020391057478263974
100	0.00020351196872070432
101	0.00018951216770801693
102	0.0001827493979362771
103	0.0002044616121565923
104	0.0002331636060262099
105	0.0001973522885236889
106	0.00019176697242073715
107	0.00020130987104494125
108	0.0002064721193164587
109	0.0002585468755569309
110	0.0001996002538362518
111	0.00023011969460640103
112	0.0002123314334312454
113	0.00020284688798710704
114	0.00020515447249636054
115	0.00013970077270641923
116	0.00020339585898909718
117	0.00015248486306518316
118	0.00020651631348300725
119	0.00023793254513293505
120	0.0001973907055798918
121	0.0002053577045444399
122	0.00019349792273715138
123	0.00016333245730493218
124	0.00015313457697629929
125	0.00017254376143682748
126	0.00021308929717633873
127	0.00014338047185447067
128	0.00020473879703786224
129	0.00018735314370132983
130	0.00016646357835270464
131	0.00016651001351419836
132	0.00021196433226577938
133	0.00018030012142844498
134	0.00015047471970319748
135	0.0001592748740222305
136	0.00015297703794203699
137	0.00020055921049788594
138	0.00016922259237617254
139	0.00017770864360500127
140	0.00015236074978020042
141	0.0001597339432919398
142	0.0001880378695204854
143	0.0001530112640466541
144	0.00014648711658082902
145	0.00022410877863876522
146	0.00014293000276666135
147	0.00012424054148141295
148	0.0001701290748314932
149	0.00019375848933123052
150	0.0001765886408975348
151	0.00016651535406708717
152	0.00015700144285801798
153	0.00023677098215557635
154	0.00015174153668340296
155	0.00020349581609480083
156	0.0001379531022394076
157	0.00017576708341948688
158	0.0001721294829621911
159	0.00016571010928601027
160	0.0001752769312588498
161	0.0001438444887753576
162	0.00018455761892255396
163	0.00019138724019285291
164	0.00022229411115404218
165	0.00015964751946739852
166	0.0002088933251798153
167	0.00017544387083034962
168	0.00012144088395871222
169	0.00017662857135292143
170	0.00015405501471832395
171	0.00015707076818216592
172	0.0001614480570424348
173	0.0001782112376531586
174	0.0001421936322003603
175	0.00014453631592914462
176	0.0001726550835883245
177	0.00016616778157185763
178	0.00016843859339132905
179	0.0001548451546113938
180	0.0001631214254302904
181	0.00019263129797764122
182	0.00017215330444741994
183	0.00015245797112584114
184	0.0001658218097873032
185	0.00012723631516564637
186	0.00015140090545173734
187	0.00014887713768985122
188	0.00018098366854246706
189	0.0001655411469982937
190	0.0001466179674025625
191	0.00018303982506040484
192	0.00016805047926027328
193	0.00011397658090572804
194	0.00015399880066979676
195	0.00018207074026577175
196	0.00017360916535835713
197	0.00016208314627874643
198	0.0001602906995685771
199	0.00016187592700589448
200	0.0001694353122729808
201	0.00016259364201687276
202	0.00017462966206949204
203	0.0001720778673188761
204	0.00012531243555713445
205	0.00015025082393549383
206	0.00015162026102188975
207	0.00014165091852191836
208	0.0001583723205840215
209	0.00019970754510723054
210	0.00013630426838062704
211	0.0001614131178939715
212	0.0001545510021969676
213	0.00010375792771810666
214	0.00010005504009313881
215	0.0001634266081964597
216	0.00019272443023510277
217	0.00018045208707917482
218	0.00014437412028200924
219	0.00016692465578671545
220	0.00017352057329844683
221	0.00012107736984035
222	0.0001543245161883533
223	0.00018953565449919552
224	0.00019021831394638866
225	0.0001862680510384962
226	0.00014709462993778288
227	0.00015010350034572184
228	0.00015633233124390244
229	0.0001232755894307047
230	0.0001468716363888234
231	0.00016417293227277696
232	0.00020158302504569292
233	0.00015781907131895423
234	0.00014948919124435633
235	0.00017702656623441726
236	0.0001730673247948289
237	0.00012536384747363627
238	0.00014111134805716574
239	0.00016723357839509845
240	0.00015547861403319985
241	0.0001476223551435396
242	0.00014365244715008885
243	0.00014212998212315142
244	0.00017373125592712313
245	0.00015387921303045005
246	0.00020186766050755978
247	0.00014988378097768873
248	0.0001452954311389476
249	0.00014863967953715473
250	0.00016070522542577237
251	0.00018857361283153296
252	0.00014104221190791577
253	0.00014608669152949005
254	0.00018703320529311895
255	0.00015697465278208256
256	0.00016180993407033384
257	0.00012084502668585628
258	0.00014176742115523666
259	0.00011414346226956695
260	0.00013346789637580514
261	0.0001393280253978446
262	0.0001657225366216153
263	0.00013736631080973893
264	0.0001697410043561831
265	0.00012437297846190631
266	0.0001456002937629819
